GEOID,transportType,cases29.Mar,E,pop,SIR,RR,LL,UL
39039,nextAirport,5,12.01059812,37560.64151,0.416299001,0.308765209,0.150428933,0.544582598
42031,mainRoad,1,11.99533962,37512.92373,0.08336571,0.214497108,0.096754173,0.399218095
18107,mainRoad,5,11.97340615,37444.33137,0.417592115,0.419097875,0.220348421,0.701876345
54077,mainRoad,1,11.93607469,37327.58503,0.083779637,0.251881668,0.121901747,0.448698697
26033,mainRoad,0,11.89506943,37199.34962,0,0.55576708,0.097571118,1.641577203
39117,mainRoad,0,11.8864457,37172.38068,0,0.234986187,0.088976382,0.516237819
39127,lowRisk,0,11.86339504,37100.29456,0,0.333624749,0.130546461,0.700206666
21049,nextAirport,3,11.77173317,36813.64117,0.254847774,0.332925732,0.164278476,0.58203689
18083,lowRisk,2,11.72155856,36656.73053,0.170625774,0.332146886,0.164319151,0.580894767
21089,lowRisk,0,11.71328438,36630.85477,0,0.392168835,0.138143147,0.867558263
39031,lowRisk,4,11.66999562,36495.4782,0.34275934,0.34771058,0.17306024,0.60437139
21083,lowRisk,0,11.60709848,36298.78052,0,0.407252219,0.132838089,0.937623591
18017,lowRisk,0,11.58148578,36218.68212,0,0.350516719,0.134901809,0.741175465
18183,nextAirport,1,11.57110565,36186.22045,0.086422165,0.186169481,0.08287382,0.350681726
18103,lowRisk,1,11.55969731,36150.54322,0.086507455,0.267561921,0.12463223,0.486316132
18073,mainRoad,6,11.46516018,35854.89808,0.523324568,0.383372819,0.19958224,0.648153148
26061,lowRisk,0,11.45973702,35837.93827,0,0.527100296,0.159581733,1.257468731
42059,mainRoad,6,11.43755865,35768.58003,0.524587474,0.444112162,0.225835687,0.757526892
18069,nextAirport,1,11.39598084,35638.55411,0.087750235,0.200522516,0.090113678,0.375160981
21071,lowRisk,3,11.3662452,35545.56209,0.263939405,0.377312222,0.177556331,0.67483883
39171,mainRoad,0,11.32859214,35427.80998,0,0.278098639,0.1089441,0.591155827
54025,mainRoad,2,11.28901819,35304.05071,0.177163325,0.234053787,0.109866916,0.425734186
21235,mainRoad,0,11.15108118,34872.68147,0,0.263301182,0.089962289,0.616453938
54045,lowRisk,1,11.1416482,34843.18181,0.089753327,0.242063869,0.102292329,0.465893426
18151,mainRoad,1,10.92245518,34157.70133,0.091554507,0.212476485,0.097789848,0.392018452
18001,nextAirport,1,10.89718229,34078.66562,0.091766842,0.198863099,0.088625599,0.37437764
26165,nextAirport,1,10.89058909,34058.04676,0.091822397,0.222572535,0.104494693,0.405562654
26041,lowRisk,0,10.78523585,33728.57649,0,0.460923798,0.146700235,1.073874453
47025,lowRisk,2,10.77178803,33686.52123,0.185670196,0.299803775,0.121182307,0.58418693
39137,lowRisk,0,10.71483076,33508.39924,0,0.321589681,0.131089496,0.662706608
18051,nextAirport,4,10.70531521,33478.64135,0.373646167,0.345859391,0.170219153,0.60688294
39079,lowRisk,0,10.4475403,32672.50405,0,0.301409,0.115517461,0.650322278
18027,mainRoad,0,10.36560349,32416.26376,0,0.300108113,0.109310552,0.671382753
26047,mainRoad,4,10.33256286,32312.9361,0.387125639,0.425390461,0.179441693,0.800117875
18077,lowRisk,0,10.26842661,32112.36332,0,0.809136876,0.344670592,1.616583005
18055,mainRoad,1,10.25663902,32075.50011,0.097497825,0.284497865,0.140929975,0.500438242
18023,mainRoad,1,10.1978102,31891.52523,0.098060268,0.297826181,0.147240665,0.52385335
21157,mainRoad,0,10.13754586,31703.06109,0,0.332220369,0.120086209,0.740410048
39065,lowRisk,0,9.905805151,30978.34033,0,0.29383541,0.122428729,0.602560067
21121,lowRisk,0,9.831560371,30746.15526,0,0.386261324,0.119189068,0.936769929
54051,lowRisk,4,9.757621175,30514.92584,0.40993598,0.468912004,0.23819934,0.803028695
21177,mainRoad,3,9.699111844,30331.9501,0.309306671,0.368059865,0.181147223,0.646381031
21173,mainRoad,3,9.673270476,30251.13661,0.310132959,0.385713861,0.186463105,0.682906954
18137,mainRoad,19,9.593423535,30001.43195,1.980523421,1.479441927,0.92048717,2.18611463
18169,lowRisk,1,9.59196664,29996.87581,0.104253907,0.25210092,0.117505617,0.461351835
39073,lowRisk,0,9.486099828,29665.79943,0,0.325833778,0.1277553,0.694422058
54083,lowRisk,0,9.451328254,29557.05859,0,0.396316707,0.155083484,0.834372371
39053,lowRisk,1,9.443802649,29533.52383,0.105889549,0.25000761,0.114340352,0.462837356
54035,nextAirport,8,9.437284204,29513.13875,0.847701503,0.445951717,0.22534297,0.767759972
26035,lowRisk,1,9.402812567,29405.33589,0.106351157,0.271814636,0.13088208,0.487605891
24023,mainRoad,3,9.386867607,29355.47135,0.319595431,0.283104924,0.132131219,0.516500315
26063,lowRisk,3,9.311758926,29120.58461,0.322173289,0.399688495,0.162606324,0.770846157
39131,lowRisk,1,9.243842578,28908.19039,0.10818012,0.267535401,0.117396685,0.505853369
39001,lowRisk,0,9.238903708,28892.74511,0,0.372307658,0.141144585,0.803255738
39047,mainRoad,1,9.208146909,28796.55963,0.108599484,0.196153838,0.088885958,0.367577586
18175,lowRisk,5,9.18005159,28708.69738,0.544659248,0.596919784,0.322450296,0.982053269
18079,lowRisk,13,9.158876627,28642.4771,1.419388046,1.298237813,0.776890782,1.971357672
54053,lowRisk,3,9.099345518,28456.30596,0.329694042,0.328973058,0.15115615,0.603021602
21021,lowRisk,3,9.063207119,28343.29066,0.331008655,0.382833142,0.18176108,0.686393708
21163,lowRisk,0,9.062257916,28340.32222,0,0.522998898,0.193083929,1.126283421
54057,lowRisk,0,9.037345138,28262.4127,0,0.35502823,0.126437086,0.804458671
42047,lowRisk,0,9.032469792,28247.16607,0,0.290974722,0.114005077,0.627063966
54029,lowRisk,3,8.94677353,27979.16888,0.335316412,0.444227399,0.215766209,0.783271948
26105,lowRisk,0,8.9376477,27950.62975,0,0.296667845,0.09976527,0.711325574
21043,mainRoad,0,8.9012543,27836.81698,0,0.319769331,0.118330995,0.713147335
54027,lowRisk,0,8.814615603,27565.87252,0,0.353770845,0.134438124,0.7696282
17075,mainRoad,2,8.71989175,27269.64342,0.229360645,0.313359674,0.125536253,0.617742111
42131,nextAirport,0,8.689482673,27174.54537,0,0.499872508,0.187447898,1.070575183
21193,lowRisk,0,8.64721028,27042.34727,0,0.421571687,0.155424825,0.925410417
51105,lowRisk,2,8.627338919,26980.20373,0.231821193,0.330242785,0.135956838,0.641518631
39161,nextAirport,1,8.606281867,26914.3522,0.116194196,0.208537622,0.096782845,0.385545343
26007,lowRisk,0,8.602873759,26903.69405,0,0.536866057,0.15945052,1.303897173
39019,lowRisk,4,8.579095448,26829.33234,0.466249621,0.450808737,0.218003871,0.797557911
21085,mainRoad,3,8.555106541,26754.31203,0.350667754,0.359085542,0.170214833,0.646885685
21013,lowRisk,0,8.525374583,26661.33153,0,0.362555625,0.132585108,0.808916591
18179,nextAirport,1,8.492848726,26559.6137,0.117746122,0.228192158,0.103556208,0.426788861
39069,nextAirport,0,8.426887893,26353.33495,0,0.294326142,0.123908862,0.603825121
18021,mainRoad,1,8.403453326,26280.04822,0.118998697,0.305419675,0.143167558,0.55624921
21081,nextAirport,3,8.379509593,26205.16919,0.358016178,0.382499785,0.18877048,0.672658889
18031,mainRoad,40,8.372257023,26182.48829,4.777684188,3.635540529,2.559533609,4.902034924
55029,lowRisk,0,8.363070417,26153.75909,0,0.489929566,0.10130929,1.461225496
21239,nextAirport,3,8.360746331,26146.491,0.358819641,0.339632947,0.162403151,0.609988127
21141,lowRisk,3,8.345947077,26100.20942,0.35945591,0.496245264,0.238108468,0.879616095
42067,nextAirport,1,8.19118069,25616.20981,0.122082522,0.213504084,0.100158739,0.392458421
21137,lowRisk,0,8.160776089,25521.12576,0,0.372093834,0.135299939,0.836345442
21217,lowRisk,3,8.101574471,25335.98504,0.370298392,0.420669487,0.191508385,0.7723778
26127,lowRisk,2,8.097761211,25324.05987,0.246981844,0.286563605,0.118776272,0.559784876
21095,lowRisk,0,8.054940225,25190.14616,0,0.386267575,0.134251797,0.891533179
54067,nextAirport,0,8.044929532,25158.8398,0,0.269983047,0.105844705,0.586149463
26031,mainRoad,1,8.032200975,25119.0339,0.124498877,0.354315914,0.156625846,0.664238076
26051,lowRisk,3,7.919649338,24767.05212,0.378804651,0.361774453,0.175362007,0.644518655
26029,lowRisk,4,7.916253709,24756.433,0.505289515,0.591816107,0.279372744,1.052215604
26043,lowRisk,1,7.848169251,24543.51305,0.127418251,0.304447726,0.134455751,0.574590097
54059,nextAirport,0,7.843254064,24528.14183,0,0.250062047,0.104579663,0.518239978
18143,mainRoad,1,7.826345374,24475.26342,0.127773559,0.412486969,0.194845713,0.743128154
54097,lowRisk,1,7.777228526,24321.66072,0.128580509,0.330604747,0.146166491,0.622298635
26137,mainRoad,17,7.738520383,24200.60908,2.196802381,1.156514991,0.653190378,1.828461264
21183,mainRoad,0,7.701894049,24086.06785,0,0.370553292,0.151951718,0.769256723
26101,nextAirport,1,7.689921211,24048.6253,0.130040344,0.220781888,0.092463544,0.433273988
21215,nextAirport,3,7.66748321,23978.45513,0.391262676,0.341604965,0.156759804,0.629412453
18129,nextAirport,3,7.610504424,23800.26585,0.394192005,0.371558144,0.172234564,0.679379107
21205,mainRoad,0,7.602880922,23776.42494,0,0.355828579,0.138520197,0.770308158
18047,mainRoad,26,7.566196211,23661.70116,3.436337001,2.125829308,1.360395859,3.080270983
18135,lowRisk,1,7.544107472,23592.62323,0.132553785,0.330095325,0.149721232,0.613256567
21005,lowRisk,3,7.521619298,23522.29615,0.398850285,0.421561533,0.207672907,0.742102487
18181,mainRoad,1,7.499335333,23452.6077,0.133345151,0.256516097,0.116235565,0.48014467
39105,lowRisk,0,7.492161648,23430.1735,0,0.316524164,0.126940971,0.673961535
54009,lowRisk,0,7.485500322,23409.34159,0,0.508114022,0.174996829,1.153887804
54005,nextAirport,0,7.397518296,23134.19615,0,0.227314824,0.08703017,0.500782977
26069,lowRisk,1,7.396693749,23131.61755,0.135195539,0.339838231,0.139904014,0.663997134
26009,nextAirport,0,7.384854356,23094.59231,0,0.420718732,0.155687335,0.929881678
21133,lowRisk,0,7.384427186,23093.25643,0,0.408504953,0.137102973,0.970096625
26133,lowRisk,2,7.318820629,22888.0856,0.273268072,0.2981734,0.140741442,0.5433412
21115,lowRisk,0,7.223320571,22589.42908,0,0.466138734,0.164524293,1.057016202
26143,mainRoad,1,7.212923673,22556.91495,0.138640036,0.268793134,0.124548965,0.496266485
18041,lowRisk,5,7.200254157,22517.29368,0.694419932,0.71540192,0.360650549,1.225579495
18149,nextAirport,1,7.146031661,22347.72413,0.139937807,0.262204488,0.123316849,0.480561941
39175,lowRisk,1,7.000168479,21891.56744,0.142853705,0.260092549,0.113675554,0.497562702
21003,lowRisk,3,6.959582448,21764.64309,0.431060343,0.600239064,0.289841509,1.06011614
26109,lowRisk,0,6.95209039,21741.21324,0,0.360449206,0.124019772,0.854709217
54109,lowRisk,0,6.81946897,21326.4674,0,0.286646143,0.112509184,0.621950359
21167,lowRisk,3,6.801755708,21271.07286,0.441062592,0.426257526,0.201384337,0.770500758
26129,mainRoad,1,6.787609374,21226.83315,0.147327276,0.273108923,0.122540179,0.514407764
21231,lowRisk,3,6.758207178,21134.88391,0.44390471,0.417994886,0.176267015,0.803555696
21155,lowRisk,0,6.725845435,21033.67931,0,0.407673949,0.159584091,0.876709716
51027,lowRisk,0,6.723496973,21026.33499,0,0.317041316,0.113972747,0.734674738
18119,lowRisk,9,6.689202114,20919.08496,1.345451946,0.96680634,0.510714841,1.602665123
26089,nextAirport,1,6.670117447,20859.40165,0.149922398,0.237004231,0.076682758,0.529141173
21027,lowRisk,3,6.650327677,20797.51327,0.451105591,0.473656394,0.223878624,0.854156333
55125,lowRisk,2,6.647932608,20790.02319,0.300845408,0.42683308,0.182486414,0.813990517
18153,lowRisk,1,6.640456106,20766.64199,0.150592065,0.350937484,0.158619506,0.654875472
54043,nextAirport,0,6.633807759,20745.85067,0,0.226231557,0.095847878,0.462188628
18147,mainRoad,0,6.583769368,20589.36603,0,0.336790561,0.127510171,0.75005536
18049,lowRisk,1,6.562948598,20524.25342,0.152370537,0.284810862,0.132271965,0.525741138
18075,lowRisk,0,6.448183183,20165.34851,0,0.337929711,0.1419685,0.697163197
55061,lowRisk,0,6.37411565,19933.71774,0,0.443946988,0.157463451,1.023371934
21017,nextAirport,3,6.360108096,19889.91204,0.471690096,0.446092011,0.216415766,0.794685307
18117,lowRisk,1,6.340842522,19829.66297,0.157707749,0.414199142,0.188055782,0.767793466
54065,lowRisk,1,6.307841839,19726.46021,0.158532827,0.301324374,0.130873356,0.577783153
21001,lowRisk,0,6.246513431,19534.66841,0,0.417140512,0.156143977,0.931802626
18015,lowRisk,1,6.235384967,19499.86645,0.160375022,0.358319198,0.160132453,0.673019724
21097,lowRisk,15,6.162090598,19270.6536,2.434238796,1.362046952,0.769412754,2.158183849
21147,lowRisk,3,6.09412077,19058.09213,0.49227774,0.408322882,0.172387008,0.787713567
18123,mainRoad,0,6.065591446,18968.87262,0,0.344688912,0.135263256,0.747889413
21051,lowRisk,0,5.999868655,18763.33829,0,0.371717461,0.143899994,0.814336341
21079,lowRisk,0,5.993657851,18743.9153,0,0.370510835,0.147583749,0.794254913
17033,lowRisk,0,5.986259513,18720.77854,0,0.376452414,0.124939365,0.924329489
21099,mainRoad,0,5.894074248,18432.48834,0,0.316662507,0.131939417,0.65772878
21207,lowRisk,0,5.882227357,18395.43966,0,0.377300818,0.142280497,0.843243934
26019,nextAirport,0,5.86699777,18347.8123,0,0.236016961,0.083222813,0.545726591
39125,nextAirport,0,5.826372444,18220.76506,0,0.236568526,0.087507388,0.530459812
21213,mainRoad,3,5.726455214,17908.29476,0.523884303,0.547031926,0.246651299,1.011531523
17101,lowRisk,0,5.696116197,17813.41581,0,0.387444804,0.114923509,1.03250835
42093,mainRoad,4,5.669914905,17731.47673,0.70547796,0.409592512,0.166269275,0.807961524
21161,lowRisk,3,5.666857535,17721.91544,0.529393933,0.492467861,0.225731367,0.90646219
51071,lowRisk,0,5.588620959,17477.24686,0,0.301515262,0.107255344,0.699657044
54047,lowRisk,0,5.562536265,17395.67242,0,0.278387533,0.103676751,0.623575301
17045,lowRisk,0,5.515139577,17247.44916,0,0.431704694,0.145466611,1.043778645
29143,mainRoad,0,5.513792647,17243.23692,0,0.313725695,0.069049803,1.006189368
54001,lowRisk,0,5.489972425,17168.74414,0,0.414283256,0.162133549,0.89867833
21203,mainRoad,0,5.461625823,17080.09606,0,0.252254726,0.101860589,0.532123587
26079,nextAirport,4,5.453894424,17055.91772,0.733420871,0.443414432,0.209633056,0.804889476
18121,lowRisk,0,5.451477987,17048.36081,0,0.488746689,0.193881632,1.043078343
42105,lowRisk,2,5.282817664,16520.91082,0.378585847,0.385621608,0.180889162,0.706338061
54091,lowRisk,0,5.231271062,16359.70957,0,0.492707769,0.185679057,1.093877487
18045,mainRoad,1,5.214400472,16306.95031,0.191776601,0.325971387,0.13988476,0.631102724
18139,mainRoad,2,5.183270013,16209.59629,0.385856804,0.6695901,0.331104605,1.173768649
21045,lowRisk,0,5.104607819,15963.59668,0,0.379368942,0.155609997,0.797157238
21221,mainRoad,0,5.056393944,15812.81784,0,0.32122431,0.123950417,0.702836522
18159,lowRisk,4,4.996798737,15626.44626,0.80051253,0.649429066,0.308679406,1.166280668
54103,lowRisk,1,4.967063085,15533.4542,0.201326213,0.429202539,0.206899705,0.773137989
54041,mainRoad,0,4.951782858,15485.66848,0,0.271908266,0.108844032,0.576680223
21103,mainRoad,0,4.89104639,15295.72784,0,0.3347684,0.135766021,0.707633166
17023,mainRoad,0,4.88946122,15290.77055,0,0.29013354,0.101133178,0.678179681
39067,lowRisk,0,4.867151189,15221.00058,0,0.39415107,0.153513661,0.859836355
51051,lowRisk,0,4.825576223,15090.98354,0,0.374460945,0.112632159,0.980622957
54031,lowRisk,0,4.816170983,15061.57062,0,0.330549358,0.135586238,0.692159363
18165,mainRoad,1,4.815585578,15059.73988,0.207659065,0.321370699,0.137868523,0.623963906
21127,nextAirport,3,4.80021083,15011.65856,0.624972549,0.399831696,0.179293423,0.753363976
17127,mainRoad,0,4.796973538,15001.53461,0,0.307555069,0.102197338,0.742937664
21119,lowRisk,0,4.776794348,14938.4284,0,0.419958097,0.160565434,0.929176714
26053,lowRisk,1,4.775805113,14935.33477,0.209388779,0.4292481,0.173627291,0.852243156
18013,lowRisk,3,4.76081994,14888.47177,0.630143555,0.825198126,0.403991905,1.449188034
55003,lowRisk,0,4.757793724,14879.00791,0,0.934446257,0.095965906,4.235076771
51005,mainRoad,1,4.756411209,14874.68438,0.210242545,0.259022664,0.094934429,0.55105356
39121,mainRoad,0,4.756178505,14873.95665,0,0.249782695,0.102742123,0.517946126
21191,lowRisk,0,4.751269775,14858.60562,0,0.465801768,0.191060554,0.977678223
29133,mainRoad,0,4.744157147,14836.36236,0,0.290447185,0.09476116,0.712002512
42057,mainRoad,0,4.74135417,14827.59663,0,0.210496409,0.083412168,0.445819464
26113,nextAirport,1,4.677955848,14629.3316,0.213768584,0.279529508,0.126886735,0.526825362
39115,lowRisk,0,4.672525912,14612.35061,0,0.308721152,0.120427279,0.667988103
21069,lowRisk,0,4.640045134,14510.77374,0,0.531713216,0.205130982,1.163206953
21123,mainRoad,3,4.608258315,14411.36709,0.651005173,0.365571967,0.161429499,0.69686702
54087,nextAirport,0,4.51644983,14124.2552,0,0.292796441,0.112443274,0.63830601
21225,lowRisk,3,4.515127513,14120.11993,0.664433062,0.544131998,0.246371376,1.012297937
54007,mainRoad,0,4.491610974,14046.57685,0,0.263053173,0.103444673,0.562920232
26039,mainRoad,1,4.476713755,13999.98891,0.223378142,0.347424946,0.160141237,0.646769004
47161,lowRisk,0,4.476209913,13998.41325,0,0.428976051,0.133814181,1.097396511
18111,mainRoad,1,4.408741536,13787.41997,0.226822097,0.353339961,0.143360122,0.706854746
26011,mainRoad,0,4.400671408,13762.18232,0,0.26013584,0.094512526,0.585355642
39111,lowRisk,0,4.396606482,13749.47012,0,0.399086888,0.163787862,0.837290194
21065,lowRisk,0,4.371573715,13671.18536,0,0.430152439,0.164306221,0.951959065
17193,mainRoad,0,4.370983479,13669.33951,0,0.318651766,0.111708803,0.74086933
39163,lowRisk,0,4.370423672,13667.58883,0,0.297821007,0.12112307,0.624219708
21135,lowRisk,0,4.351736281,13609.14791,0,0.428267537,0.17326232,0.908474677
21175,lowRisk,0,4.325845182,13528.1789,0,0.487297464,0.194848154,1.043640428
54063,lowRisk,0,4.269503439,13351.98185,0,0.326055791,0.116532019,0.747795503
18131,lowRisk,0,4.266074806,13341.25951,0,0.36621788,0.149871941,0.767889174
21109,lowRisk,0,4.203039457,13144.1296,0,0.379078378,0.157104738,0.788589365
54089,mainRoad,0,4.173608266,13052.08969,0,0.220527951,0.087201393,0.466594578
21153,lowRisk,0,4.132454218,12923.38898,0,0.45576532,0.17683168,0.997179682
21233,lowRisk,3,4.075198116,12744.33246,0.736160529,0.58614318,0.267962724,1.085412306
21033,mainRoad,0,4.061928824,12702.83552,0,0.374655863,0.150024352,0.797277156
21219,lowRisk,0,4.030705761,12605.1919,0,0.471419606,0.152394397,1.175472305
21159,nextAirport,3,3.98025673,12447.42307,0.753720226,0.394639233,0.170784254,0.762163189
18125,mainRoad,0,3.956497547,12373.12118,0,0.304575807,0.119128582,0.654009799
21061,mainRoad,0,3.935302665,12306.8386,0,0.362939312,0.142169133,0.782855025
21229,lowRisk,3,3.927131256,12281.28423,0.763916407,0.493323649,0.215093682,0.94316823
54023,lowRisk,0,3.886775082,12155.07871,0,0.364533787,0.155365177,0.740795615
21031,mainRoad,3,3.881968775,12140.04798,0.772803743,0.454792262,0.204490815,0.856781444
26141,lowRisk,0,3.793064226,11862.01754,0,0.535463683,0.157174822,1.432184591
18155,nextAirport,3,3.745351519,11712.806,0.800992907,0.606308685,0.27908853,1.119836335
21011,mainRoad,0,3.741987428,11702.28551,0,0.416562307,0.16600748,0.890520861
21197,lowRisk,3,3.739446431,11694.33907,0.802257782,0.58993807,0.265453038,1.104836068
21025,lowRisk,3,3.726931682,11655.2018,0.804951702,0.540928867,0.234272078,1.03834688
42053,lowRisk,0,3.725435423,11650.52256,0,0.274909812,0.104896826,0.596991102
26085,lowRisk,0,3.639648294,11382.2412,0,0.279543215,0.117190705,0.56997398
21041,mainRoad,3,3.616304627,11309.23875,0.829576131,0.50175011,0.22162826,0.954889033
18009,lowRisk,0,3.579910309,11195.42311,0,0.387677174,0.143251641,0.870033224
21087,lowRisk,0,3.474072021,10864.43593,0,0.430068009,0.162032449,0.954875632
21187,lowRisk,0,3.449015857,10786.078,0,0.48265549,0.196797817,1.016567987
17185,lowRisk,0,3.420778388,10697.7712,0,0.401834823,0.139743413,0.939450218
21053,lowRisk,0,3.394360423,10615.15453,0,0.418233414,0.128902935,1.059515293
26071,lowRisk,0,3.330933076,10416.79872,0,0.401211335,0.17860941,0.789525386
18025,mainRoad,1,3.314527825,10365.49472,0.301702098,0.382200499,0.166677663,0.738674877
54021,mainRoad,0,3.277698105,10250.31745,0,0.256788737,0.095683834,0.563740291
18101,lowRisk,0,3.273760249,10238.00263,0,0.456641776,0.178524797,0.987834035
54085,lowRisk,0,3.241542329,10137.2478,0,0.361615529,0.149891717,0.74534007
21131,lowRisk,0,3.210747629,10040.94379,0,0.389499332,0.130618195,0.928248663
21171,lowRisk,0,3.189107227,9973.267948,0,0.477612068,0.169029638,1.107969324
21169,lowRisk,0,3.168028518,9907.348681,0,0.436861699,0.170631996,0.944322074
26001,lowRisk,0,3.114806664,9740.90843,0,0.433253078,0.148328494,1.020246589
21223,mainRoad,0,2.999652237,9380.786966,0,0.398306592,0.156490622,0.852611216
21055,lowRisk,0,2.95238342,9232.963596,0,0.510625823,0.201426093,1.097296693
26097,mainRoad,0,2.945061373,9210.065421,0,0.441311635,0.114625914,1.226862075
21077,nextAirport,0,2.91828512,9126.328272,0,0.387383317,0.152991291,0.824388267
21139,mainRoad,0,2.889241316,9035.499832,0,0.338258234,0.133342795,0.718249179
26119,lowRisk,0,2.878529232,9002.000021,0,0.559926538,0.214511788,1.231733348
21149,lowRisk,0,2.865895299,8962.490031,0,0.530148043,0.220020188,1.099421983
26003,lowRisk,0,2.833854877,8862.290291,0,0.457900086,0.155437256,1.084650954
21063,lowRisk,0,2.829816714,8849.661777,0,0.477518687,0.166891065,1.111631417
54017,lowRisk,0,2.82839101,8845.203186,0,0.392185469,0.159092912,0.819515889
54095,lowRisk,0,2.80103956,8759.667229,0,0.379659504,0.154545414,0.790618963
21091,lowRisk,0,2.772092244,8669.140533,0,0.475103294,0.183955331,1.030098449
21023,lowRisk,3,2.733880777,8549.642138,1.097341195,0.630326306,0.281870508,1.191895922
55041,lowRisk,0,2.707302757,8466.52492,0,0.384039553,0.137762133,0.868153085
26013,lowRisk,0,2.692807,8421.192465,0,0.421784461,0.138113372,1.014127583
54101,lowRisk,0,2.685810875,8399.31354,0,0.359949759,0.150062382,0.736185824
18007,lowRisk,0,2.677927905,8374.661196,0,0.437243485,0.184369288,0.890219806
21143,mainRoad,3,2.647447482,8279.340029,1.133166954,0.485516922,0.193507057,0.987858363
18171,lowRisk,2,2.642946877,8265.265325,0.756731063,0.524367137,0.216921715,1.041993115
54015,nextAirport,0,2.636895555,8246.341076,0,0.282392232,0.107446575,0.610756316
54075,lowRisk,0,2.606140471,8150.160964,0,0.366514752,0.143685294,0.780186165
21007,lowRisk,0,2.605046475,8146.739718,0,0.408947778,0.137530273,0.963204255
26135,lowRisk,0,2.500392292,7819.455581,0,0.472724952,0.197944175,0.967338821
21129,lowRisk,0,2.456666249,7682.711498,0,0.454207249,0.180676068,0.961737597
26153,lowRisk,0,2.441951533,7636.694293,0,0.5339618,0.169370774,1.32321565
54073,lowRisk,1,2.38577004,7460.998385,0.419151881,0.380118462,0.145158033,0.798636286
54013,lowRisk,0,2.372689192,7420.090761,0,0.373693248,0.146853391,0.793470274
21181,lowRisk,3,2.355449319,7366.176652,1.273642348,0.764939009,0.339721825,1.451411889
21237,lowRisk,0,2.354208455,7362.296109,0,0.502017559,0.20061484,1.061400214
18161,lowRisk,0,2.297495603,7184.93849,0,0.564941798,0.224950434,1.200913618
54071,lowRisk,0,2.276938532,7120.650534,0,0.363055927,0.147541907,0.752769809
54093,lowRisk,2,2.208443899,6906.447849,0.905615036,0.514332869,0.197213572,1.071812675
17003,mainRoad,0,2.192192756,6855.625788,0,0.305504716,0.085915071,0.787828117
51021,mainRoad,0,2.117641976,6622.483766,0,0.214875882,0.066843184,0.520572873
18115,nextAirport,1,2.108230609,6593.051679,0.474331411,0.578488599,0.233218186,1.16989621
21057,lowRisk,0,2.049757886,6410.190431,0,0.428346803,0.155563993,0.95877098
21075,lowRisk,0,2.011273278,6289.837841,0,0.425617018,0.109750248,1.169663696
42113,nextAirport,0,1.972941748,6169.963975,0,0.378325609,0.152463506,0.788113368
26095,lowRisk,0,1.949945653,6098.048482,0,0.575550303,0.169354942,1.471906305
21165,lowRisk,3,1.893018048,5920.019266,1.584770944,0.710732109,0.304716711,1.3865339
54105,lowRisk,1,1.758411005,5499.063803,0.568695258,0.413984413,0.164469193,0.854557833
26131,lowRisk,0,1.732327279,5417.492388,0,0.4903996,0.156564797,1.182009047
55051,lowRisk,1,1.649740239,5159.218639,0.606156034,0.630251081,0.191845785,1.489953994
51045,lowRisk,0,1.642074709,5135.246293,0,0.355487092,0.105661079,0.886094019
17153,mainRoad,0,1.573072945,4919.457662,0,0.298349923,0.095257708,0.713166651
27031,lowRisk,0,1.509111803,4719.432526,0,0.457898105,0.134548901,1.151132613
17059,lowRisk,0,1.484279647,4641.775134,0,0.484231702,0.170960384,1.094978292
21039,lowRisk,0,1.479261103,4626.080684,0,0.413085219,0.140118233,0.955041851
21105,lowRisk,0,1.455700056,4552.398422,0,0.421593867,0.128263851,1.040439375
21189,lowRisk,0,1.440668835,4505.391413,0,0.43161269,0.161352251,0.941507037
17151,lowRisk,0,1.393514718,4357.926743,0,0.482416984,0.146216279,1.192248577
51017,lowRisk,0,1.388933004,4343.598388,0,0.36682226,0.133089223,0.812426662
42023,lowRisk,1,1.347095054,4212.758924,0.742338112,0.362796264,0.143967263,0.753364531
17069,lowRisk,0,1.189608435,3720.252357,0,0.499605626,0.183749142,1.099420734
55037,lowRisk,0,1.18529008,3706.7476,0,0.390132409,0.138410137,0.87621162
21201,lowRisk,0,0.72295704,2260.897411,0,0.642463187,0.248972198,1.366766023
51091,lowRisk,0,0.671165142,2098.92905,0,0.39722938,0.13135824,0.929519734
26083,lowRisk,0,0.631697292,1975.501576,0,0.745015581,0.123135464,2.437937684
